file,recon,ssim,ssim11,ssim_norm,ssim_norm11,ssim_mean_baseline,ncc,l2,clipped_fraction,pre_clamp_min,pre_clamp_max,ctrl_ssim,ctrl_ssim11,ctrl_ssim_norm,ctrl_margin,ctrl_margin_norm,weight_change,delta_w_effective_rank,feature_stability,ntk_passed,n_steps,rank,seed,finetune_activation,lr,n_per_class,loss_type,anchor_alpha,dataset,source,finetune_optimizer,verify_weight
exp_b_T1_r8_s42_a149_gelu_tanh_lr0.005.pth,lora,0.057817548513412476,0.04289852827787399,0.31214484572410583,0.15172511339187622,0.7630242109298706,1313.22802734375,16.806833267211914,0.5331632494926453,-1.0000029368220906,1.998041516021636,0.032432377338409424,0.026942454278469086,0.1830468475818634,0.025385171175003052,0.12909799814224243,0.01955516766400323,2,0.9909026455518636,False,1,8,42,gelu_tanh,0.005,1,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_tanh_lr0.02.pth,lora,0.03847363218665123,0.027514155954122543,0.1664147824048996,0.06915638595819473,0.7630242109298706,1334.6058349609375,18.33899688720703,0.5752550959587097,-1.0000508459610513,1.998059221821844,0.018294040113687515,0.015856053680181503,0.08566979318857193,0.020179592072963715,0.08074498921632767,0.07822067065601292,2,0.8753225407073237,False,1,8,42,gelu_tanh,0.02,1,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_gelu_tanh_lr0.03.pth,lora,0.03808390721678734,0.027187064290046692,0.16065335273742676,0.06659774482250214,0.7630242109298706,1335.28564453125,18.40560531616211,0.5797193646430969,-1.0001135107166141,1.9980856644340865,0.01800452545285225,0.015616649761795998,0.08255878835916519,0.02007938176393509,0.07809456437826157,0.11733100598401935,2,0.7657028004643688,False,1,8,42,gelu_tanh,0.03,1,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_tanh_lr0.1.pth,lora,0.03838121145963669,0.02749495394527912,0.16500267386436462,0.06849899888038635,0.7630242109298706,1334.18798828125,18.346294403076172,0.5867347121238708,-1.0012622813269823,1.9985485760581954,0.01819790154695511,0.01585789956152439,0.08481395244598389,0.02018330991268158,0.08018872141838074,0.39110335328006457,2,0.32674325964868717,False,1,8,42,gelu_tanh,0.1,1,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_tanh_lr0.3.pth,lora,0.038071658462285995,0.027103988453745842,0.163929283618927,0.06778068095445633,0.7630242109298706,1334.4583740234375,18.406505584716797,0.5918367505073547,-1.0113421980275763,2.00261049658505,0.018213219940662384,0.015683945268392563,0.08433511853218079,0.01985843852162361,0.07959416508674622,1.1733100598401935,2,0.13290197458559655,False,1,8,42,gelu_tanh,0.3,1,l2,0.0,mnist,,,
exp_b_T1_r8_s42_a149_gelu_tanh_npc5_lr0.02_vw5.pth,lora,0.17594143748283386,0.1709623783826828,0.39209556579589844,0.30784377455711365,0.563728928565979,1532.536376953125,10.779212951660156,0.4161989688873291,-1.0000006352590376,1.7678440128709956,0.15257495641708374,0.14241161942481995,0.32134413719177246,0.023366481065750122,0.07075142860412598,0.015447868953189642,8,0.9989507150075488,False,1,8,42,gelu_tanh,0.02,5,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_gelu_tanh_npc5_vw5.pth,lora,0.23960356414318085,0.22863808274269104,0.5106524229049683,0.4223178029060364,0.563728928565979,1529.12841796875,7.7621283531188965,0.34489795565605164,-0.9994790337431337,1.7667243251061,0.20649556815624237,0.18455901741981506,0.40554529428482056,0.03310799598693848,0.1051071286201477,0.007723934476594821,8,0.9997370608032216,True,1,8,42,gelu_tanh,0.01,5,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_hardswish.pth,lora,0.0557873472571373,0.03271608054637909,0.3618572950363159,0.1714918315410614,0.7630242109298706,1380.132080078125,17.483123779296875,0.5644132494926453,-1.000005914587043,1.9980414511298663,0.04651465639472008,0.037577081471681595,0.2504521608352661,0.009272690862417221,0.1114051342010498,0.03480738839821102,2,0.9802242731855189,False,1,8,42,hardswish,0.01,1,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_hardswish_lr0.005.pth,lora,0.10731073468923569,0.062353141605854034,0.4212600588798523,0.23258379101753235,0.7630242109298706,1370.11474609375,15.640588760375977,0.5070152878761292,-1.0000024712091573,1.9980301997647407,0.08829928934574127,0.06191476806998253,0.3453063368797302,0.019011445343494415,0.07595372200012207,0.01740369419910551,2,0.9949664312441191,False,1,8,42,hardswish,0.005,1,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_hardswish_lr0.02.pth,lora,0.04497405141592026,0.025061309337615967,0.30271828174591064,0.1352713257074356,0.7630242109298706,1384.49951171875,18.156021118164062,0.5860969424247742,-1.000022579509876,1.9980486346214927,0.0386984646320343,0.03054848499596119,0.1959129422903061,0.006275586783885956,0.10680533945560455,0.06961477679642204,2,0.926468343828613,False,1,8,42,hardswish,0.02,1,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_hardswish_npc5_lr0.02_vw5.pth,lora,0.20535917580127716,0.18661481142044067,0.4671512544155121,0.3539888262748718,0.563728928565979,1538.14990234375,9.992274284362793,0.40854591131210327,-0.9999826085920944,1.7645243657823166,0.176508828997612,0.1545010507106781,0.3497675657272339,0.02885034680366516,0.1173836886882782,0.013700660496125498,8,0.999479037829561,False,1,8,42,hardswish,0.02,5,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_hardswish_npc5_vw5.pth,lora,0.24261407554149628,0.23813486099243164,0.5246578454971313,0.45028916001319885,0.563728928565979,1549.3309326171875,7.220957279205322,0.3186224400997162,-0.7841176857828238,1.6876888912992842,0.20879480242729187,0.19078436493873596,0.4245152473449707,0.03381927311420441,0.10014259815216064,0.006850330248062749,8,0.9998695960830027,True,1,8,42,hardswish,0.01,5,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_leaky_relu.pth,lora,0.7467194199562073,0.7355130910873413,0.8403137922286987,0.7917870283126831,0.7630242109298706,1107.2508544921875,2.6989686489105225,0.39158162474632263,-0.038988932644832816,1.0579896471079338,0.5650684237480164,0.4582437574863434,0.2979359030723572,0.18165099620819092,0.5423778891563416,0.11222985291329704,2,0.6277713900430184,False,1,8,42,leaky_relu,0.01,1,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_leaky_relu_lr0.005.pth,lora,0.5787408351898193,0.609943151473999,0.8088128566741943,0.7906957864761353,0.7630242109298706,83.04486083984375,2.8176941871643066,0.39923468232154846,-0.06190588772290474,1.0269715183916202,0.4007694721221924,0.3462481200695038,0.3253588080406189,0.17797136306762695,0.48345404863357544,0.05611492645664852,2,0.7447755238341094,False,1,8,42,leaky_relu,0.005,1,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_leaky_relu_lr0.02.pth,lora,0.7467194199562073,0.7355130910873413,0.8403137922286987,0.7917870283126831,0.7630242109298706,1107.2508544921875,2.6989686489105225,0.39158162474632263,-0.038988932644832816,1.0579896471079338,0.5650684237480164,0.4582437574863434,0.2979359030723572,0.18165099620819092,0.5423778891563416,0.22445970582659408,2,0.4522796503053341,False,1,8,42,leaky_relu,0.02,1,l2,0.0,mnist,all,sgd,1.0
exp_b_T1_r8_s42_a149_leaky_relu_npc5_lr0.02_vw5.pth,lora,0.2751874625682831,0.2929183542728424,0.5640377402305603,0.5108414888381958,0.563728928565979,1331.4735107421875,5.992482662200928,0.30204081535339355,-0.12228759548189122,0.9590798870958922,0.23298700153827667,0.22457745671272278,0.44226422905921936,0.04220046103000641,0.12177351117134094,0.04102974093952426,7,0.9338390777284382,False,1,8,42,leaky_relu,0.02,5,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_leaky_relu_npc5_vw5.pth,lora,0.318752259016037,0.32554715871810913,0.5758273601531982,0.5113717317581177,0.563728928565979,1453.49853515625,5.9842095375061035,0.31403061747550964,-0.1410321599333352,1.117277394754519,0.270394891500473,0.24683168530464172,0.4142809808254242,0.048357367515563965,0.16154637932777405,0.02051487046976213,7,0.9654293080722609,False,1,8,42,leaky_relu,0.01,5,l2,0.0,mnist,all,sgd,5.0
exp_b_T1_r8_s42_a149_mish.pth,lora,0.036997780203819275,0.025154415518045425,0.19625341892242432,0.07984684407711029,0.7630242109298706,1359.040283203125,18.611621856689453,0.5841836929321289,-1.0000187658427766,1.9980454081901173,0.026036206632852554,0.024584949016571045,0.11059263348579407,0.01096157357096672,0.08566078543663025,0.05406422529475677,2,0.9472199777456629,False,1,8,42,mish,0.01,1,l2,0.0,mnist,,,
